tumor_size,cell_density,cell_morphology,cancer_type
35.474106172314904,8489.207601619677,2,2
22.719258487986153,5567.209603847526,4,2
8.873638447702572,1057.4728454515023,6,1
61.134829602882974,3583.343198574215,10,0
69.36861437501683,6552.34226538168,7,0
6.575843748146335,9830.67560224681,5,2
53.64884053843169,6686.321743150015,9,2
26.517098643804104,3338.2322295774384,3,1
66.29141508889774,6706.051327896502,1,2
21.564810755474188,5859.868417442699,4,1
70.63908511973426,8018.608556360292,9,2
41.73985789855105,1962.8257494426257,4,2
93.98934892998977,7849.2511225182525,2,2
18.06448969386936,5871.399208084992,10,0
37.40130334977456,9666.928034730952,5,0
15.779984517855961,4076.8494943481746,3,0
92.84589373646347,6693.597038205533,9,2
88.3472385711932,9388.252949590158,4,1
29.504454632939783,1922.5875519161132,6,1
67.698484373247,9435.05638512806,2,1
82.63610901911551,7190.97150070732,6,1
57.744077101948925,1610.533531946547,3,0
55.316804943820614,3708.6721025213465,9,0
27.97596763554291,7373.548797807534,2,2
13.844762941560425,1606.1554132189453,9,2
90.23549700556605,6239.53414158646,5,1
90.5397154305164,4112.947512576611,8,0
65.14463844096045,6588.239659907294,2,1
37.20783014962657,1411.6783043126156,6,2
38.17490958820279,8843.831255371388,3,2
73.96578949267274,9761.400722596572,10,1
90.22547469549482,9719.900697571224,5,2
89.27321030518614,7746.866485686322,8,1
79.08817685647426,2170.776161175688,10,0
65.99300638465733,7824.3687633612035,1,1
12.993296674529638,1221.2822481292137,5,0
20.35472783898831,1199.1119637609754,3,0
90.36264791007252,3912.491972345871,4,2
62.61076066766104,5397.788713641991,2,2
5.873719903579817,7933.666760270139,9,2
14.63979657227305,7149.6583894585465,3,1
68.0326680652653,5013.124357390735,2,1
5.480850465390775,3462.639996534993,10,2
20.27676488466237,9974.1205014194,9,1
57.129709989825685,4835.631720123756,7,2
70.73004378080586,5062.48321896708,6,1
66.93631965274704,2472.6143907250225,1,0
26.30558439875318,8153.2859387493645,5,0
72.6570260280159,7243.140032033398,3,2
27.538663312196007,2986.9265150988435,1,1
35.912971325130435,1741.4294105425843,4,1
75.91668348621229,7124.493718672418,2,0
66.7151254094854,6890.600928530217,2,0
85.6762239969469,3459.335742983884,3,2
67.47322476853262,9557.772060253694,8,0
58.9893173168698,2359.521026028102,8,2
13.899102943668785,4891.013209383417,7,0
39.93300129064618,9492.54328150839,6,0
30.19422492976392,4777.545852335101,9,1
28.17901612101294,6746.73352897677,4,0
97.43600270148232,4578.349581665148,1,0
42.34428384334224,3467.93682113803,8,2
89.74442274182576,9855.798831638454,7,0
64.95816946973997,4684.006056835387,7,2
80.5070738364566,9046.89283311221,3,0
52.75052384499325,3069.5914530197756,4,0
59.80586903950412,2917.9423362257494,10,2
51.78918091279207,1280.2067459606023,9,1
23.54808384081423,6865.001428382965,6,2
73.632950949843,4316.73709351385,5,2
31.6733744318813,8779.224248556733,3,2
7.310016810988115,5258.889160224015,9,1
66.31986811118094,9713.740851232496,5,0
21.825514543669648,2669.72964132809,5,2
94.34356551352685,8817.608511600498,4,2
95.6232148152458,7989.371675125675,4,1
91.91211707094261,7938.296601796468,1,2
40.16507652426722,8603.04905305199,7,0
6.468378570242406,7849.21591848699,9,1
93.1902634458339,6635.982894682738,3,0
45.67749409014486,2181.2038991414884,2,0
96.83220780914861,1292.7356154212673,3,1
96.54389782347901,9287.630630341182,1,2
86.03589826939921,6549.852830686642,6,0
32.97264474661064,8168.835618785587,7,0
41.5842842171829,5333.701163612951,2,0
85.8579837941014,2055.7737006615503,8,0
35.10759048984637,2126.672129822954,6,1
21.101810935178786,7170.087585060743,4,1
57.89611993354327,4872.753054095165,5,0
93.93470354527419,2804.7225403030307,8,2
71.12283068412243,5424.350920672932,3,0
59.15581115848967,1577.8804336762068,3,2
14.23176690822301,6237.742617229589,4,0
63.425686536421125,3420.940639915879,1,2
99.05511575990501,8178.031905734693,9,0
18.307981447469782,3793.257630312164,8,2
54.24131697455499,5096.981341736211,8,0
88.35044183315577,1104.5848591729057,10,0
75.37301868664942,1652.02199015103,6,2
71.21649539455046,4532.442007660164,7,1
71.73598797877538,5319.449512454112,6,2
39.15165936587674,6400.184933073733,9,1
32.89122520512687,3624.963208383729,3,0
81.8893097704588,7254.836975138883,3,2
81.96077249452217,8741.101574702841,3,2
87.37187026510985,8018.658900040148,10,2
91.75785249286477,1356.5694281352144,3,1
53.57752789178909,5324.562525320461,9,1
52.64404799528396,1944.3716057635738,4,0
80.83804200184363,3178.4051427627473,7,1
66.7465734238877,9879.963339404318,9,1
71.68685333948181,2282.459886113619,7,0
80.6003035964296,5489.993381062204,9,2
89.5505074726688,6563.4016088630715,3,2
37.1095399008959,7322.184734896936,4,0
40.68038050079468,6036.838151382227,8,2
13.928284284882555,1087.937626772653,6,1
59.93661339463653,3938.151774195927,5,0
8.414516010690498,5659.404790462403,4,0
49.231811722583714,1790.7984923035,8,0
56.55124029721978,4155.642380882627,1,2
32.22141895218702,1298.827979122299,9,0
61.12915975405602,1707.2064743951867,1,0
7.897523744209696,4572.309485814365,8,0
8.54807793117537,2194.4417863875433,4,2
83.14705326266754,6107.867634354024,9,1
39.218110934069976,7205.184722235392,5,0
17.070748701929055,8205.280291981746,3,1
54.61310970520641,2801.3521982032908,9,2
78.14938754436803,2507.343240331628,9,2
25.5029976122001,1941.1105630096022,4,2
64.17459520280502,6727.8722458927305,4,2
13.10800917440796,7358.281538382111,8,1
9.909763511017731,1284.2753034307784,2,0
55.47868999897406,9425.910216193208,9,2
56.36033655296012,1467.7415528632516,6,2
65.55584064232963,5871.667017709634,9,1
73.97867670365285,7381.544675058248,8,1
97.70594754894078,8838.722113714772,7,2
54.04853308861355,7426.782389191851,1,0
35.68086492941836,8215.552747628128,3,0
80.54268850302685,4055.0517328852548,2,2
30.72906386989705,8333.42602371861,5,1
46.70228496703543,1721.0336174620763,5,2
12.453356227515265,9053.34990454475,5,2
7.408320624468463,5928.331385383626,4,1
96.45159939440288,8355.679929662443,5,2
84.41811144865956,5070.8645606647015,3,2
71.1175495789013,6792.199256768725,1,2
43.85052971935564,5737.623948425019,5,1
21.46296040673035,7584.305695797987,9,0
19.861519053753174,1734.6698382753061,9,0
28.773075325636555,1543.1687559150741,4,1
57.17653314708144,3223.929106091318,3,0
72.88661265650592,2435.9021210186947,1,2
67.71875078818448,8846.052099329816,2,0
31.59372020986457,2972.9258862223987,8,2
95.71220166300344,9782.787302372182,1,0
75.10020708609801,4032.062125939962,8,1
57.66363498858306,2639.061241198294,7,0
63.113470892263464,8107.286564282313,8,0
44.862005930640045,6928.369979507885,6,0
28.53444400260996,5483.76144807825,9,1
38.81740447186985,5998.271958438681,3,0
76.99538049411507,7472.816004450375,10,1
6.367381419826808,3056.0926719816885,4,2
16.02690084815704,9967.005244510678,6,0
9.370250992066511,9773.138459321048,8,1
8.869236220302163,6852.931177122432,5,1
86.26875548104569,2795.8820583623065,3,0
71.84749664110225,7122.054181881622,6,2
50.04651376329589,1649.7856808125825,4,1
14.294245261845141,1275.8725198522545,9,0
51.703508136099074,3319.1459966009234,3,2
49.97981822415374,5163.6066106538465,4,1
21.45417764145144,8814.452548675425,7,1
46.215906677607435,7544.521627896772,7,2
42.857949767750476,7684.35869079983,4,2
63.505759314960564,4829.440010032678,6,0
65.33389683242616,4113.414932922666,3,0
9.30388092834423,4339.3488668614245,6,1
40.588198389514766,9888.84607362452,2,2
64.45669199285246,1360.9827227123424,8,2
52.79794456510833,8803.283465102037,2,2
86.36653491289061,6208.07867715154,7,1
67.57589500379979,4947.5387727063135,9,2
20.47877057273582,7527.318943736229,1,2
11.704031003040836,5380.020472822325,8,1
66.02983142959998,8860.809142734946,7,0
7.518574501454072,9106.316776101326,6,0
60.64868022097901,4795.488341861099,6,1
94.32187293537098,3491.4501751154644,6,2
59.670046898208504,6331.15295734026,9,1
41.87614298961958,9211.270110550218,2,0
66.11238075202355,2895.9597010509992,1,0
48.53402459669408,6606.699252071345,6,1
56.83359498501382,6684.041980832685,10,1
94.43915683376989,7598.017201737529,8,0
41.67975059107356,2184.1091661453383,3,1
96.31310356327185,7442.424682138797,10,0
91.00831098582606,9181.29268599077,1,1
23.600157804983162,2617.147979832178,9,1
11.589323583140718,3137.889924314899,1,1
14.573910130855532,9742.555846374757,3,0
6.7310734368972245,2628.792574385408,8,1
13.972081271813197,8689.465840326211,3,0
69.8856434745539,5430.500708032313,4,0
11.762921603721754,3225.0796696285934,8,1
35.302684877907325,8836.749111452602,1,1
85.26315454209818,5007.74729502399,6,0
7.210833894903457,5633.356185367212,1,0
82.3745058459489,4233.100324597892,1,2
31.776203603472993,6336.557662914347,8,0
16.225658624057345,2471.714853265205,4,2
71.19003070959431,4519.733829865847,1,2
64.74957044408899,9724.710901017588,10,2
88.35984128507003,3323.2008943101478,7,1
74.83174916136915,6910.629980871629,5,1
81.33068838656061,3926.7105780222537,5,0
31.793284394274117,7961.258131179406,1,2
21.856756659073667,2177.8629464651485,10,1
76.30840140588154,9728.389405706903,6,1
81.64930023039008,5084.105872452754,9,1
99.09798849006397,3124.4541701181756,9,1
44.19867930658552,1661.470725970114,8,1
40.3417181503144,2527.821145787867,5,2
78.75923127048969,5677.965537004159,1,2
37.37633632403669,4033.0285878815766,9,2
93.42194593233864,8459.950292943486,1,2
86.54921142508613,4877.987712956254,8,0
45.75443260062674,3238.428453288669,5,2
76.33275144019225,6554.30487943627,3,1
76.68157303804482,7360.994951969013,7,2
14.796767539413597,2503.3771711085487,7,0
90.74252613455883,2508.572946594859,9,1
52.998975382546426,1330.0428424018867,7,2
83.51345928023545,7627.618135590765,3,2
35.40471209790812,6974.240748596246,1,2
90.07470670713904,5271.677881748325,8,1
41.974159479745495,8597.534040722774,3,1
6.029576890628344,8251.03137655048,8,0
91.01128775983005,6268.189279570769,8,1
13.672234294682688,8814.441524619328,5,1
35.334795571089415,2852.570890330914,1,2
95.25588686982647,2007.276574579551,10,1
95.30767895906783,3427.7465036529065,7,2
59.47659937171218,1513.7817048038337,10,2
65.02453515613092,5780.525752009288,5,1
47.60232458794038,9429.451230654653,8,0
32.85502331131613,1354.091866016587,9,0
36.22313181014202,2098.989226090241,7,1
68.88925332731864,5069.791254550917,7,0
76.47558029657961,9404.875157751145,1,2
80.2000091539556,3845.4049447907546,4,2
80.01372356548262,5565.113278195532,2,1
13.664579789625584,1374.155731453529,2,0
51.96992894674524,2335.0888086587997,2,0
10.468082201581208,9879.671106629621,4,2
57.20524382075487,9686.06826792441,1,1
46.945397630470815,1044.4598284096865,4,0
89.33189736203848,9566.30606880915,2,1
38.33692619244748,6752.079440339503,5,0
16.121366560622555,8811.2646506802,3,2
18.584209795019405,5092.658700704732,8,2
77.34351001315986,5640.364257213252,4,1
63.7307160150448,5399.619222312282,1,2
14.606654231665074,7001.778317914939,1,0
12.990146580924756,2256.861292806816,10,2
71.5920674886164,1269.7623088541015,3,1
11.912485604598384,3771.3694743207184,9,1
83.07670563258384,7342.12686462982,7,1
72.09301157986714,2816.6810691065352,2,0
12.728134160980478,7060.891899924256,9,0
13.059582838093233,9729.208414965435,10,0
98.73075995761167,1845.1064421047654,2,0
40.55572559683143,7053.419064026137,3,0
40.211003971354636,4993.75197374114,10,2
82.21595888946274,8813.28028939755,2,0
94.98861485146658,2594.348105026473,3,0
98.67010106317274,7233.63357003548,6,2
76.57092759959946,8543.037606832992,9,0
40.744660625437,9501.52797526621,9,1
12.932568086373532,7149.232254606813,7,0
78.82895701310649,5474.572876075846,3,0
58.048403724901476,6560.6251618109245,4,1
45.301090878462745,8820.144860308465,6,1
91.10366658399992,6135.487719749467,5,1
15.563760819084377,1273.4835372715318,2,1
51.79938490763162,9378.5382595628,6,0
6.078596252904811,7205.74075928405,3,1
49.522760989442,7088.620471995218,8,1
10.348811189774548,2941.0763715794546,2,2
16.287702045466833,6929.969232093915,1,1
16.16499344382496,4544.779650887426,9,1
66.67497870102605,6861.096793373429,3,2
75.87426353021522,1959.3372727719166,1,2
60.420032684230165,6920.607741427324,7,0
96.40639210508148,9994.723531935999,10,2
40.612705054751885,1433.9083497450042,5,0
32.14264819677677,9794.567657991856,5,2
87.51691717799872,4662.171646505835,1,2
26.241604659348,8836.781053035333,9,0
96.50614124685808,8041.469356524462,7,2
6.154675095532553,6103.14634888001,8,0
97.13848853722571,7646.042883261938,9,2
9.10019163530473,8906.640051712131,6,1
89.65859580131675,4637.262894859297,5,2
55.13160536319849,3943.298454069148,6,0
99.33165563133353,7008.340470072262,2,2
12.010673649862891,8270.613477471328,4,0
57.61615701812548,7860.566212989542,3,0
97.0837408838144,8180.322839727711,7,1
54.694295196164134,4920.249833316397,9,1
64.79287062284993,8360.507945575195,5,0
71.09612545353863,2081.881498335476,6,2
48.181401152938456,5900.4018816476455,10,0
64.61801760798602,1051.8279444830941,2,0
60.50985963269452,3921.2724691024328,3,2
90.61001099664395,4298.15381384258,3,2
9.317406132438498,4565.554224483299,9,2
31.69150301126188,7259.20486020876,7,2
95.28909098727308,4497.022911433111,8,0
89.57505946963705,5038.2426036027755,10,0
48.28739151464273,3137.897177868947,9,1
63.91259679114599,4359.26612466406,6,0
31.351212383207603,3045.426645368363,4,2
22.871510173757326,1658.7633139159927,1,1
49.051348469298304,6431.037340432401,8,2
38.568461662475016,7013.9151869951465,7,0
60.44733062583285,6575.41311408653,2,1
12.38479051167356,5171.446394205152,8,2
97.56750672828582,4418.0720216130685,5,1
98.69002072556228,8770.002846146428,7,1
71.3253628318758,5671.7360662259625,4,0
55.929154802691436,5312.636898667579,5,2
34.405123547201136,1230.7785922579212,8,1
82.31052687216012,4071.2304486354074,1,1
70.04946139261853,4421.760569072714,1,2
20.44860923776467,4589.405028072104,4,1
91.53808252691503,6221.551323045991,3,1
83.14103807770105,5802.422920541906,10,1
95.23099176273278,6471.145835141002,2,2
73.9433532968942,7883.949353879155,3,2
63.27444361390004,8316.871648444841,1,2
44.73308844760879,7463.10768603845,1,2
93.60920591863126,9599.713263594413,6,0
87.27606950253879,1164.0932440872548,5,1
9.295773660087994,2762.001871151915,8,2
7.50486257723894,1068.065874803279,2,1
40.76401985341471,6827.272427391427,4,1
82.00256642427412,9082.274940549883,8,0
98.79123228491973,3191.3406691866935,6,2
19.289604654835177,9343.310903166759,1,2
61.442417958452836,1542.4065126060477,4,1
41.18463137994704,9409.924241249628,1,2
97.1418677923873,4164.60418515671,2,1
85.00129769789233,1912.7874560429486,5,1
84.6412269475581,5372.8458326769305,8,0
49.52585018052218,3310.9891094845716,8,0
44.40785272207819,3563.8561176573053,3,0
30.973671833417093,3765.609684336579,4,1
10.355672181838075,8227.23308049397,10,2
87.14862574423006,5852.45149007729,6,0
82.22559586735737,3801.769292404033,10,2
99.9731789621824,6493.004049798265,3,0
99.68049952202101,7445.356068008742,2,0
57.766012032249606,3453.6160066018037,6,1
78.0538044421485,4721.941913728164,5,0
94.75274433883067,2096.974840032528,10,0
85.71650211435409,2630.344145812123,5,1
28.498069665603776,7130.060685684845,10,2
47.801692854458885,2632.9451292606427,5,0
17.270144439392023,5726.4704530035415,10,1
95.63484758957863,7381.416355501894,5,0
62.586590272833604,1961.8923078526946,3,1
26.72106652282896,6105.809976660132,7,2
68.8115650185564,3309.065053312274,6,2
63.72218284350011,9666.341877138218,4,1
39.02545821311985,5351.910820479323,2,1
15.787971258964756,8253.932947976424,9,1
68.79945358131596,5952.038879406356,1,2
54.429231585860364,1390.7127956933725,4,0
78.37024721488574,6698.3623803462015,1,2
54.41553260563937,9562.630079859913,6,1
85.95724253026131,6414.506381316981,4,1
57.43114968357612,8372.699734841111,5,2
58.2891072958617,8957.85817013567,5,1
88.28209225254278,3052.7179475403923,9,2
43.330872290177716,2908.40355917404,1,1
17.73144670281087,6498.828899658925,2,0
7.734354249767202,4699.256228260343,6,0
76.7380392889938,8558.751725800483,5,1
63.92940737857914,9100.208110582102,7,2
71.88757796942623,4180.792413724463,3,0
25.23159534334652,3131.8350307703386,3,2
17.955290180743127,8024.729637194757,10,1
6.381743238448783,3473.254319933225,2,2
38.305818086626715,8403.528866623106,3,0
61.042180251190146,4813.644282838865,10,2
42.26318428447457,7007.949093623234,1,2
46.56011759225426,1859.8178245120137,5,1
90.8950759769061,6614.733922089157,5,1
38.08426936721353,5065.909108635062,7,1
53.82900147018203,6279.476168579267,4,0
79.4470362104086,2512.1278697037706,3,0
42.671564320520666,7631.863704497639,1,1
64.09823652164798,8765.173697889057,8,1
86.92455233094078,2950.6582008169808,3,0
95.204459247476,1861.4309996814554,2,0
18.971980688258604,1212.7472744170275,4,0
93.02582439034197,6777.743503989394,3,0
51.751047842556126,6463.846324799027,1,1
29.533216888401043,5920.27671442663,3,0
48.61789684263482,3087.5238650437786,2,1
98.10309465212032,4518.153963149633,8,2
51.79871892932261,6350.287016675557,6,2
36.23140297731328,5470.9017297325245,9,0
65.17308116008894,9890.069681933986,8,2
27.81383378392834,2227.9577730105984,10,2
12.207016170323072,7256.300986428344,3,2
17.243573581511676,4638.868912938629,5,0
17.164354700988383,4853.796534330533,7,0
19.430755883667963,7458.379890923586,5,2
18.188581401693963,7231.925361919327,8,1
65.8831007563054,9921.303943319695,5,2
22.27860801791876,2155.548605087127,1,0
37.838391915767005,1936.986844457497,5,0
90.19489894107113,7519.04935415867,4,0
50.026355824972875,6205.482253057682,6,2
68.41798515949759,3467.445999038253,3,1
21.370387764154835,1714.7743209008795,5,0
23.267456786823722,1770.9242463678747,2,0
8.882518545315492,9047.717871977064,6,2
21.04883099185563,2726.805922468686,6,1
31.46608220803607,3910.3440590396867,5,2
21.81599600629095,3039.907620042892,6,0
13.426740706920283,4194.966752487436,7,1
16.460407754557075,1624.8145847148403,5,1
48.77398296310895,5671.538118174433,1,0
24.601703248550287,1608.5130723299342,8,1
39.60563679956717,8203.208570401253,4,1
52.8246407312114,3103.408737193897,9,2
70.58750871978971,5860.107231440596,10,0
8.734653284904399,8920.711788053124,6,0
80.94398789635905,6857.896321424748,1,0
64.65053700163624,5796.620078962018,3,0
12.767108035142831,3919.0037780383805,3,0
87.98996929014383,3997.0172175237813,10,1
92.48287805052226,7025.382596783711,4,2
10.802406186212057,9947.254250990507,6,0
31.303376573984355,6956.552708644407,7,2
81.58912158034083,6020.050756330224,10,2
76.08467058644754,7575.854592153215,4,1
22.529496838855845,5186.850510553463,6,0
24.88818571698748,1541.281083407067,1,1
40.19484976518129,6060.671342901188,8,0
51.02968359314703,9618.627560548422,7,1
63.734203295378116,2577.726481218937,9,2
40.04679575912838,7210.0440173859915,3,0
48.94079803264905,2808.403197931508,2,2
76.00973912270688,5822.449160257732,1,2
8.484904274606802,1870.0880468204766,3,1
28.981509712681973,5053.338426323666,5,0
72.76821065903248,7805.469960057215,2,2
90.04464958028393,4128.143718150839,3,1
53.60935700098828,6984.205520384962,4,0
55.550781100204986,8159.049647107563,7,0
15.181341077278725,9344.600375315074,3,2
47.50417484822819,3111.778736699082,9,0
55.5986403132272,4593.843242283773,8,2
28.034697845299316,2371.744119973757,4,0
30.57810694019119,9932.351519425378,1,1
40.841995494939155,9343.008711318658,1,2
6.906763788884005,5859.614172525036,1,2
35.59752073040194,8578.29964938779,1,0
25.08756066467174,5688.62179544838,8,0
36.112248456901895,6612.271192024838,3,2
16.377402522828866,1802.1198890441497,6,0
89.60009167029003,7797.433784471271,3,1
61.39128308763462,2149.421352717113,5,0
69.51472031872652,8434.608672272756,7,1
79.97126766769713,8038.252789033473,2,1
52.35200889826044,7378.702279686788,6,1
13.257427368305251,1325.4434247228592,6,1
56.02512147276204,3728.1552035079576,3,1
60.749906211983514,3368.013129197586,6,0
75.81675004751135,4241.227667243672,10,1
46.00765689181954,1788.784720874547,10,0
17.120128765578556,9432.620407279564,5,1
31.958711050878826,5984.220166411386,2,2
39.49281815787033,3749.718795922212,9,1
66.36213792650211,4572.833653668551,8,2
59.22393894354663,5024.822864543521,3,1
38.82918896029539,6405.3490002455555,8,1
98.71894863533308,5641.11484926848,9,1
62.54860783890428,9274.527758929757,3,2
27.536545214919474,5472.671346152472,3,2
14.669334898938356,9929.422133409815,2,1
19.52161822251154,8662.824619705862,8,0
28.365984196528274,2876.5946292160224,10,1
20.26473045965779,9375.356931795246,1,2
22.723867284874046,2047.2975809692848,8,1
32.084041025915475,8357.047376420724,7,2
21.470491553001708,4425.60964128922,7,2
90.19271533951039,8901.768884005625,3,2
12.62220583785601,8812.510210967053,1,1
54.82858200917419,8253.32860105859,4,2
43.98769856401784,8110.2739267635525,9,2
98.3259686063176,3742.112251882367,5,1
15.643695705964973,1728.2735474612696,1,2
42.79628190934545,4626.821608886454,5,1
97.09969116116004,2561.720634878578,8,2
87.22317695992813,7254.559800122155,8,0
82.6218467401816,4114.89753884007,5,0
29.500768569269283,9780.491807739234,9,2
21.234320802056253,6768.7486961079885,1,0
68.52110589282094,8402.325072709249,4,1
93.29071896712065,2192.7220546766357,3,0
57.89247483632333,8758.130340453603,2,2
59.303205499640484,9304.814714620548,8,2
31.598013897726997,5383.5572693704235,7,1
78.10182865323401,6456.276439758797,9,2
